390,7.759,1.56253,0.39844,2.0,0.1,14.231651067733765
780,6.09333,1.53604,0.5,2.0,0.1,32.99050855636597
1170,4.78247,1.41837,0.48438,2.0,0.1,37.9689040184021
1560,3.74354,1.25327,0.54688,0.0,0.1,55.48442196846008
1950,3.34603,1.48765,0.46875,2.0,0.1,67.30205512046814
2730,1.9633,0.89134,0.71875,3.0,0.1,89.27702474594116
2730,2.11251,1.04055,0.60938,3.0,0.1,83.27131962776184
2730,2.18071,1.10875,0.57812,2.0,0.1,89.82417607307434
3120,1.8814,1.05062,0.60156,2.0,0.1,101.65172982215881
3120,1.73525,0.90461,0.6875,3.0,0.1,95.64165949821472
3510,1.60686,0.95055,0.6875,2.0,0.1,107.49627542495728
4290,1.54237,1.10086,0.64062,2.0,0.1,136.49326491355896
4680,1.41675,1.0417,0.61719,2.0,0.1,147.8984034061432
5070,1.23365,0.90426,0.73438,2.0,0.1,152.76501870155334
5460,1.39882,1.10386,0.63281,2.0,0.1,170.2207498550415
5850,1.18892,0.91451,0.67969,2.0,0.1,181.5400676727295
6240,1.31674,1.06086,0.65625,2.0,0.1,192.82091093063354
7020,1.09788,0.85862,0.70312,2.0,0.1,214.96623158454895
7410,1.01481,0.77897,0.74219,2.0,0.1,226.772855758667
7800,0.94914,0.71619,0.75781,0.0,0.1,238.30532503128052
8190,1.1528,0.91958,0.67969,2.0,0.1,249.16586637496948
8970,0.97624,0.74301,0.71094,1.0,0.1,265.3827877044678
9360,1.07574,0.839,0.6875,3.0,0.1,283.35178542137146
9360,1.1755,0.93877,0.64062,2.0,0.1,276.8250980377197
10530,0.93535,0.69525,0.75781,2.0,0.1,310.5899155139923
11310,1.01037,0.76357,0.75781,1.0,0.1,339.0031740665436
11310,1.06835,0.82155,0.75,2.0,0.1,339.53687715530396
11700,1.20321,0.9561,0.64062,2.0,0.1,350.70443630218506
11700,1.04826,0.80114,0.78125,2.0,0.1,351.25178956985474
12090,1.09105,0.84094,0.71875,0.0,0.1,363.22392892837524
12480,1.00582,0.75105,0.71094,2.0,0.1,374.6914281845093
12870,0.82103,0.56701,0.79688,2.0,0.1,379.61499881744385
13260,0.91384,0.65817,0.76562,2.0,0.1,397.5633704662323
13650,0.99427,0.73941,0.75,2.0,0.1,408.48260402679443
14040,0.93232,0.67534,0.73438,1.0,0.1,419.78401589393616
14430,0.86791,0.60588,0.78125,2.0,0.1,431.6827247142792
15210,1.08818,0.82202,0.69531,2.0,0.1,453.64444637298584
15600,1.10584,0.83775,0.74219,2.0,0.1,458.93821001052856
15990,0.77343,0.5117,0.8125,2.0,0.01,476.51025319099426
16380,0.74679,0.4913,0.8125,2.0,0.01,487.8208529949188
16770,0.80718,0.55775,0.84375,0.0,0.01,499.6726653575897
17160,0.77851,0.53498,0.82031,2.0,0.01,510.6775360107422
17940,0.90857,0.67592,0.77344,2.0,0.01,526.9337382316589
18330,0.79536,0.56793,0.8125,2.0,0.01,538.4481449127197
18720,0.771,0.54837,0.79688,2.0,0.01,550.0095171928406
19110,0.94005,0.72187,0.73438,2.0,0.01,561.4276127815247
19500,0.74264,0.52888,0.80469,3.0,0.01,578.9771542549133
19500,0.7527,0.53894,0.77344,2.0,0.01,572.971437215805
19890,0.77808,0.56842,0.79688,3.0,0.01,591.4459836483002
19890,0.66552,0.45587,0.80469,2.0,0.01,584.9245140552521
20280,0.86425,0.65865,0.75781,2.0,0.01,602.8822033405304
21060,0.67541,0.4772,0.83594,2.0,0.01,619.1386089324951
21450,0.60067,0.4058,0.86719,2.0,0.01,637.1120979785919
21840,0.64498,0.45339,0.83594,2.0,0.01,642.0385320186615
22230,0.77356,0.58491,0.79688,2.0,0.01,659.4906671047211
22230,0.6773,0.48864,0.82031,2.0,0.01,653.4797673225403
